ID,ingresos,edad,provincia_codigo,bancarizado,BCRA_Peor_Situacion,Cantidad_consultas_7_dias,Compromisos_Mensual,Endeudamiento_Externo,Nivel_Socioeconomico,Deuda_normal,Deuda_30,Deuda_90,deuda_120,deuda_180,canti_moras,autonomo,Es_jubilado,relacion_dependencia,dias_atraso,Cuota,cant_cuotas,Monto_Otorgado,PRODUCTO,PROVINCIA,moroso
260,28000.00,67,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,7659.14,12,44100.00,DS_REFINANCIACION,BUENOS AIRES,0
261,21944.40,29,T,1,5,0,8999.00,200000.00,6,197000.00,0.00,0.00,0.00,3000.00,1,F,F,SUPERIOR GOBIERNO DE LA PCIA DE TUCUMAN                     ,112,2538.24,12,10000.00,DS_BASICO,TUCUMAN,1
262,16716.88,68,B,1,1,0,6392.00,43000.00,6,43000.00,0.00,0.00,0.00,0.00,0,F,V,,164,3638.12,15,19877.00,DS_SUCURSAL_ORO,BUENOS AIRES,1
263,84000.00,34,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,5585.67,14,34160.00,DS_REFINANCIACION,BUENOS AIRES,0
264,52084.00,39,B,1,1,1,6697.00,114572.00,5,114572.00,0.00,0.00,0.00,0.00,0,F,F,DIRECCION GENERAL DE CULTURA Y EDUCACIONDE LA PROVINCIA DE B,0,13618.65,6,52500.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
265,62500.00,29,N,0,-1,5,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,0,F,F,DIRECCION NACIONAL DE MIGRACIONES                           ,121,5076.40,12,20000.00,DS_PLATA,MISIONES,1
266,66000.00,31,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,5860.22,9,29400.00,DS_REFINANCIACION,BUENOS AIRES,0
267,37700.00,44,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,4578.42,14,28000.00,DS_REFINANCIACION,BUENOS AIRES,0
268,41102.00,46,C,1,1,1,0.00,28000.00,4,28000.00,0.00,0.00,0.00,0.00,0,F,F,FUERZA AEREA ARGENTINA                                      ,183,5760.52,7,20500.00,DS_BASICO,CAPITAL FEDERAL,1
269,66000.00,55,N,1,1,1,81934.00,1904017.00,3,1904017.00,0.00,0.00,0.00,0.00,1,F,F,CONSEJO GRAL DE EDUCACION DE LA PCIA DE MISIONES            ,1,2538.24,12,10000.00,DS_BASICO,MISIONES,0
270,87104.00,39,B,1,1,1,78610.00,798151.00,3,798151.00,0.00,0.00,0.00,0.00,0,F,F,DIRECCION GENERAL DE CULTURA Y EDUCACIONDE LA PROVINCIA DE B,0,5036.62,12,29000.00,DS_PREMIUM,BUENOS AIRES,0
271,66000.00,31,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,12212.85,6,48000.00,DS_REFINANCIACION,BUENOS AIRES,0
272,47000.00,69,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,9973.83,6,39200.00,DS_REFINANCIACION,BUENOS AIRES,0
273,20000.00,37,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,7124.16,6,28000.00,DS_REFINANCIACION,BUENOS AIRES,0
274,44500.00,32,S,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,53,7346.52,12,42300.00,DS_REFINANCIACION,SANTA FE,0
275,91000.00,69,G,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,5343.12,6,21000.00,DS_REFINANCIACION,SANTIAGO DEL ESTERO,0
276,18125.00,59,C,0,-1,4,0.00,0.00,7,0.00,0.00,0.00,0.00,0.00,0,F,V,,179,3624.94,15,19805.00,DS_SUCURSAL_PLATA,BUENOS AIRES,1
277,17214.00,51,M,1,1,0,3100.00,31000.00,7,31000.00,0.00,0.00,0.00,0.00,0,F,V,,143,4379.06,12,18074.00,DS_SUCURSAL_ORO,MENDOZA,1
278,19500.00,53,Q,1,1,2,4236.00,67000.00,4,67000.00,0.00,0.00,0.00,0.00,0,F,F,MUNICIPALIDAD DE CUTRAL CO                                  ,121,5079.97,15,30712.00,DS_SUCURSAL_ORO,NEUQUEN,1
279,85001.00,42,B,1,1,0,13240.00,62000.00,5,62000.00,0.00,0.00,0.00,0.00,0,F,F,DIRECCION GENERAL DE CULTURA Y EDUCACIONDE LA PROVINCIA DE B,58,8721.57,15,40000.00,DS_BASICO,BUENOS AIRES,0
280,280000.00,65,T,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,13,5265.18,14,32200.00,DS_REFINANCIACION,TUCUMAN,0
281,32000.00,32,T,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,4862.94,12,28000.00,DS_REFINANCIACION,TUCUMAN,0
282,114000.00,57,U,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,4257.93,14,26040.00,DS_REFINANCIACION,CHUBUT,0
283,43000.00,40,B,1,2,1,17471.00,211000.00,5,105000.00,0.00,0.00,0.00,106000.00,0,F,F,MINISTERIO DE EDUCACION                                     ,58,3748.57,6,13000.00,DS_BASICO,CAPITAL FEDERAL,0
284,27411.00,23,B,1,1,9,9131.00,151000.00,5,151000.00,0.00,0.00,0.00,0.00,1,F,F,CONTADURIA GENERAL DEL EJERCITO                             ,152,3478.66,12,13705.00,DS_BASICO,BUENOS AIRES,1
285,61000.00,39,F,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,11914.21,12,68600.00,DS_REFINANCIACION,LA RIOJA,0
286,35700.00,29,U,1,1,1,9947.00,155000.00,4,155000.00,0.00,0.00,0.00,0.00,0,F,F,MINISTERIO DE EDUCACION DE LA PROVINCIA DEL CHUBUT          ,84,4352.28,15,17850.00,DS_BASICO,CHUBUT,0
287,28000.00,37,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,5210.30,12,30000.00,DS_REFINANCIACION,BUENOS AIRES,0
288,21000.00,31,Y,1,1,1,12086.00,266000.00,5,266000.00,0.00,0.00,0.00,0.00,0,F,F,CONTADURIA DE LA PROVINCIA                                  ,174,2538.24,12,10000.00,DS_BASICO,JUJUY,1
289,32000.00,44,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,23,3847.80,12,22155.00,DS_REFINANCIACION,BUENOS AIRES,0
290,57000.00,48,B,1,1,1,0.00,28000.00,4,28000.00,0.00,0.00,0.00,0.00,0,F,F,MUNICIPALIDAD DE VICENTE LOPEZ                              ,148,8527.17,12,37200.00,DS_BASICO,BUENOS AIRES,1
291,41000.00,67,B,1,1,1,3531.00,120883.00,5,120883.00,0.00,0.00,0.00,0.00,0,F,F,INSTITUTO DE PREVISION SOCIAL DE LA PCIA DE BS AS,13,5452.95,10,20500.00,DS_BASICO,BUENOS AIRES,0
292,91000.00,63,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,13591.93,12,78260.00,DS_REFINANCIACION,BUENOS AIRES,0
293,36815.00,36,T,1,4,0,12219.00,235000.00,5,227000.00,0.00,0.00,8000.00,0.00,0,F,F,SUPERIOR GOBIERNO DE LA PCIA DE TUCUMAN                     ,174,5457.20,7,18000.00,DS_BASICO,TUCUMAN,1
294,71000.00,36,V,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,13894.12,12,80000.00,DS_REFINANCIACION,TIERRA DEL FUEGO,0
295,65300.00,37,B,0,-1,0,0.00,0.00,4,0.00,0.00,0.00,0.00,0.00,0,F,F,MUNICIPALIDAD DE MERLO                                      ,0,5355.80,6,20000.00,DS_SUCURSAL_PLATA,BUENOS AIRES,0
296,19670.00,60,T,1,1,1,38397.00,727000.00,6,727000.00,0.00,0.00,0.00,0.00,0,F,V,SUPERIOR GOBIERNO DE LA PCIA DE TUCUMAN                     ,148,2749.79,9,10000.00,DS_BASICO,TUCUMAN,1
297,22918.00,38,N,1,1,0,4408.00,59290.00,4,59290.00,0.00,0.00,0.00,0.00,0,F,F,MUNICIPALIDAD DE LORETO                                     ,0,6132.39,6,22900.00,DS_SUCURSAL_ORO,MISIONES,0
298,47900.00,50,A,1,1,0,17692.00,442000.00,3,442000.00,0.00,0.00,0.00,0.00,0,F,F,PROVINCIA DE SALTA                                          ,148,3259.44,6,10000.00,DS_BASICO,SALTA,1
299,59600.00,46,C,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,84,14511.01,9,72800.00,DS_REFINANCIACION,CAPITAL FEDERAL,0
300,40500.00,25,T,1,2,4,12269.00,273000.00,5,268000.00,5000.00,0.00,0.00,0.00,0,F,F,SUPERIOR GOBIERNO DE LA PCIA DE TUCUMAN                     ,28,5017.45,8,20250.00,DS_BASICO,TUCUMAN,0
301,15663.00,69,B,1,1,4,2192.00,33986.00,6,33986.00,0.00,0.00,0.00,0.00,0,F,V,,133,4701.82,12,24000.00,DS_SUCURSAL_ORO,BUENOS AIRES,1
302,22617.00,49,S,1,1,0,34028.00,688000.00,4,688000.00,0.00,0.00,0.00,0.00,0,F,F,MUNICIPALIDAD DE RECONQUISTA                                ,148,2538.24,12,10000.00,DS_BASICO,SANTA FE,1
303,103317.00,60,W,1,1,2,8307.00,90000.00,6,90000.00,0.00,0.00,0.00,0.00,0,F,F,,0,6277.05,6,24000.00,DS_PREMIUM,CORRIENTES,0
304,40150.00,28,M,1,5,2,6031.00,73000.00,5,69000.00,0.00,0.00,0.00,4000.00,2,F,F,GOBIERNO PROVINCIA DE MENDOZA                               ,62,4894.80,15,20075.00,DS_BASICO,MENDOZA,0
305,30242.00,27,Z,1,1,0,6287.00,47000.00,7,47000.00,0.00,0.00,0.00,0.00,0,F,F,,23,2677.90,6,10000.00,DS_SUCURSAL_ORO,SANTA CRUZ,0
306,37900.00,46,N,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,7618.28,9,38220.00,DS_REFINANCIACION,MISIONES,0
307,45695.00,54,B,1,1,0,17008.00,338456.00,4,338456.00,0.00,0.00,0.00,0.00,0,F,F,DIRECCION GENERAL DE CULTURA Y EDUCACIONDE LA PROVINCIA DE B,58,9315.39,12,52000.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
308,17000.00,67,B,1,1,2,3079.00,54000.00,5,54000.00,0.00,0.00,0.00,0.00,0,F,V,,133,4026.70,15,22000.00,DS_SUCURSAL_ORO,BUENOS AIRES,1
309,49106.00,66,B,1,1,1,7650.00,126140.00,6,126140.00,0.00,0.00,0.00,0.00,0,F,V,,0,3918.19,12,20000.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
310,29000.00,71,X,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,43,3647.21,12,21000.00,DS_REFINANCIACION,CORDOBA,0
311,59950.00,42,B,1,1,3,10866.00,87457.00,4,87457.00,0.00,0.00,0.00,0.00,0,F,F,MINISTERIO DE SEGURIDAD -SEGURIDAD PROVINCIAL               ,121,6848.10,12,29875.00,DS_BASICO,BUENOS AIRES,1
312,25114.00,55,U,1,1,0,7334.00,130000.00,4,130000.00,0.00,0.00,0.00,0.00,0,F,F,MINISTERIO DE EDUCACION DE LA PROVINCIA DEL CHUBUT          ,62,6854.14,15,41438.10,DS_SUCURSAL_ORO,CHUBUT,0
313,42260.00,57,B,1,1,0,2360.00,43000.00,5,43000.00,0.00,0.00,0.00,0.00,0,F,F,CAJA DE RETIROS JUBILACIONES Y PENSIONES DE LA POLICIA DE LA,133,4936.91,12,25200.00,DS_SUCURSAL_ORO,BUENOS AIRES,1
314,37173.00,32,A,1,1,2,9642.00,260000.00,4,260000.00,0.00,0.00,0.00,0.00,0,F,F,PROVINCIA DE SALTA                                          ,0,4273.77,15,24400.00,DS_SUCURSAL_ORO,SALTA,0
315,77415.00,47,N,1,5,3,17917.00,316000.00,4,312000.00,0.00,0.00,0.00,4000.00,0,F,F,MINISTERIO DE COORDINACION GENERAL DE GABINETE,152,7713.54,15,38707.00,DS_BASICO,MISIONES,1
316,54000.00,57,X,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,7294.41,12,42000.00,DS_REFINANCIACION,CORDOBA,0
317,56960.00,37,C,1,1,0,24242.00,255000.00,3,255000.00,0.00,0.00,0.00,0.00,0,F,F,GOBIERNO DE LA CIUDAD DE BUENOS AIRES                       ,0,9404.96,12,52500.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
318,37890.00,50,A,1,1,1,18763.00,403000.00,4,403000.00,0.00,0.00,0.00,0.00,1,F,F,PROVINCIA DE SALTA                                          ,1,2538.24,12,10000.00,DS_BASICO,SALTA,0
319,79589.00,50,C,1,1,0,39508.00,294000.00,3,294000.00,0.00,0.00,0.00,0.00,0,F,F,GOBIERNO DE LA CIUDAD DE BUENOS AIRES                       ,0,13894.12,12,80000.00,DS_PREMIUM,BUENOS AIRES,0
320,30000.00,45,N,1,1,3,13262.00,233000.00,4,233000.00,0.00,0.00,0.00,0.00,0,F,F,IPLYC CONFORT CREDITOS Y SERVICIOS SOCIEDAD DEL ESTADO,1,2538.24,12,10000.00,DS_BASICO,MISIONES,0
321,37300.00,37,B,1,1,5,8600.00,86000.00,4,86000.00,0.00,0.00,0.00,0.00,0,F,F,MATERNOS S R L                                              ,0,4547.34,15,18650.00,DS_BASICO,BUENOS AIRES,0
322,46318.00,39,B,1,1,15,11581.00,179000.00,4,179000.00,0.00,0.00,0.00,0.00,0,F,F,DIRECCION NACIONAL DE MIGRACIONES                           ,0,4465.98,15,27000.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
323,31665.00,22,Q,1,1,2,10249.00,155000.00,5,155000.00,0.00,0.00,0.00,0.00,0,F,F,MUNICIPALIDAD DE SAN PATRICIO DEL CHA̡AR,89,3621.75,12,15800.00,DS_BASICO,NEUQUEN,0
324,46071.00,35,B,1,3,9,12873.00,64000.00,4,58000.00,0.00,6000.00,0.00,0.00,0,F,F,ESTADO MAYOR GENERAL DE LA ARMADA                           ,152,6632.08,6,23000.00,DS_BASICO,SANTA CRUZ,1
325,17584.00,64,B,1,1,1,1086.00,24000.00,6,24000.00,0.00,0.00,0.00,0.00,0,F,V,,0,3918.19,12,20000.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
326,59377.21,57,B,1,1,1,18431.00,274962.00,6,274962.00,0.00,0.00,0.00,0.00,0,F,F,,0,3660.63,15,20000.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
327,27818.00,25,N,1,1,0,4153.00,95000.00,5,95000.00,0.00,0.00,0.00,0.00,0,F,F,HONORABLE CONSEJO DELIBERANTE DE LA CIUDAD DE POSADAS       ,58,3824.69,9,13909.00,DS_BASICO,MISIONES,0
328,29000.00,64,X,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,4862.94,12,28000.00,DS_REFINANCIACION,CORDOBA,0
329,57545.00,44,B,1,1,2,25032.00,503000.00,5,503000.00,0.00,0.00,0.00,0.00,0,F,F,SUPERIOR GOBIERNO DE LA PCIA DE TUCUMAN                     ,148,3259.44,6,10000.00,DS_BASICO,TUCUMAN,1
330,63751.27,37,B,1,1,0,9151.00,154534.00,5,154534.00,0.00,0.00,0.00,0.00,0,F,F,DIRECCION GENERAL DE CULTURA Y EDUCACIONDE LA PROVINCIA DE B,148,6933.65,15,31800.00,DS_BASICO,BUENOS AIRES,1
331,45000.00,77,C,1,5,1,12058.00,124000.00,6,123000.00,0.00,0.00,0.00,1000.00,0,F,V,,0,5711.05,12,22500.00,DS_BASICO,CAPITAL FEDERAL,0
332,25900.00,65,C,1,1,3,11574.00,125546.00,5,125546.00,0.00,0.00,0.00,0.00,0,F,V,,0,1356.79,12,5600.00,DS_SUCURSAL_ORO,CAPITAL FEDERAL,0
333,50000.00,45,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,3890.35,12,22400.00,DS_REFINANCIACION,BUENOS AIRES,0
334,16000.00,64,B,1,1,0,3358.00,41000.00,6,41000.00,0.00,0.00,0.00,0.00,0,F,V,,13,3918.19,12,20000.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
335,46000.00,35,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,3473.53,12,20000.00,DS_REFINANCIACION,BUENOS AIRES,0
336,21000.00,54,P,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,5383.97,12,31000.00,DS_REFINANCIACION,FORMOSA,0
337,40000.00,60,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,14960.74,6,58800.00,DS_REFINANCIACION,BUENOS AIRES,0
338,52000.00,51,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,7285.73,12,41950.00,DS_REFINANCIACION,BUENOS AIRES,0
339,21000.00,51,F,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1922.94,14,11760.00,DS_REFINANCIACION,LA RIOJA,0
340,20900.00,42,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,4578.42,14,28000.00,DS_REFINANCIACION,BUENOS AIRES,0
341,19331.00,28,A,1,1,0,3879.00,47000.00,6,47000.00,0.00,0.00,0.00,0.00,0,F,F,PROVINCIA DE SALTA                                          ,58,4116.70,9,19300.00,DS_SUCURSAL_ORO,SALTA,0
342,47921.00,23,N,0,-1,8,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,0,F,F,CONTADURIA GENERAL DEL EJERCITO                             ,148,4876.42,15,20000.00,DS_PLATA,ENTRE RIOS,1
343,86000.00,38,D,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,23,14960.74,6,58800.00,DS_REFINANCIACION,SAN LUIS,0
344,43000.00,43,B,1,5,7,2206.00,72000.00,4,20000.00,0.00,0.00,0.00,52000.00,0,F,F,EMPRESA FERROCARRIL GENERAL BELGRANO SA,0,5457.22,12,21500.00,DS_BASICO,BUENOS AIRES,0
345,29100.00,36,N,1,1,1,10807.00,186734.00,4,186734.00,0.00,0.00,0.00,0.00,0,F,F,MINISTERIO DE COORDINACION GENERAL DE GABINETE,84,3481.27,6,13000.00,DS_SUCURSAL_ORO,MISIONES,0
346,42000.00,51,X,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,6127.31,12,35280.00,DS_REFINANCIACION,CORDOBA,0
347,40000.00,74,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,13,4274.53,12,24612.00,DS_REFINANCIACION,BUENOS AIRES,0
348,44200.00,46,D,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,13894.12,12,80000.00,DS_REFINANCIACION,SAN LUIS,0
349,56099.00,43,C,0,1,0,7781.00,172000.00,3,172000.00,0.00,0.00,0.00,0.00,0,F,F,POLICIA FEDERAL ARGENTINA                                   ,0,5076.40,12,20000.00,DS_PLATA,CAPITAL FEDERAL,0
350,33000.00,27,N,1,1,5,22566.00,357000.00,4,357000.00,0.00,0.00,0.00,0.00,0,F,F,GENDARMERIA NACIONAL                                        ,117,3259.44,6,10000.00,DS_BASICO,MISIONES,1
351,21995.00,66,B,1,1,5,5336.00,131000.00,6,131000.00,0.00,0.00,0.00,0.00,0,F,V,,133,4575.79,15,25000.00,DS_SUCURSAL_ORO,BUENOS AIRES,1
352,114000.00,45,X,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,15946.17,9,80000.00,DS_REFINANCIACION,CORDOBA,0
353,85400.00,34,N,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,2605.15,12,15000.00,DS_REFINANCIACION,MISIONES,0
354,30597.00,33,M,1,1,2,17448.00,253000.00,4,253000.00,0.00,0.00,0.00,0.00,0,F,F,GOBIERNO PROVINCIA DE MENDOZA                               ,143,3259.44,6,10000.00,DS_BASICO,MENDOZA,1
355,19655.33,61,C,1,1,1,4897.00,119000.00,3,119000.00,0.00,0.00,0.00,0.00,0,F,F,GOBIERNO DE LA CIUDAD DE BUENOS AIRES                       ,32,5195.12,12,29000.00,DS_SUCURSAL_ORO,CAPITAL FEDERAL,0
356,60000.00,43,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,3647.21,12,21000.00,DS_REFINANCIACION,BUENOS AIRES,0
357,15400.00,65,C,0,-1,0,0.00,0.00,6,0.00,0.00,0.00,0.00,0.00,0,F,V,,102,3079.87,15,16827.00,DS_SUCURSAL_PLATA,CAPITAL FEDERAL,1
358,87000.00,60,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,15946.17,9,80000.00,DS_REFINANCIACION,BUENOS AIRES,0
359,40543.13,49,T,1,4,0,16317.00,276000.00,4,268000.00,0.00,0.00,8000.00,0.00,0,F,F,UNIVERSIDAD NACIONAL DE TUCUMAN                             ,0,3786.33,15,19000.00,DS_BASICO,TUCUMAN,0
360,40500.00,28,T,1,1,1,10075.00,168000.00,3,168000.00,0.00,0.00,0.00,0.00,0,F,F,GENDARMERIA NACIONAL                                        ,152,5139.94,12,20250.00,DS_BASICO,TUCUMAN,1
361,21000.00,36,B,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,5581.16,9,28000.00,DS_REFINANCIACION,BUENOS AIRES,0
362,41666.00,28,C,1,5,2,14884.00,145000.00,4,137000.00,0.00,0.00,0.00,8000.00,1,F,F,POLICIA FEDERAL ARGENTINA                                   ,89,2538.24,12,10000.00,DS_BASICO,BUENOS AIRES,0
363,65600.00,52,B,1,5,2,27933.00,479000.00,4,473000.00,0.00,0.00,0.00,6000.00,0,F,F,DIRECCION GENERAL DE CULTURA Y EDUCACIONDE LA PROVINCIA DE B,53,4866.82,15,24422.00,DS_BASICO,BUENOS AIRES,0
364,22300.00,39,B,1,1,3,350.00,12000.00,4,12000.00,0.00,0.00,0.00,0.00,0,F,F,SECRETARIA DE TURISMO DE LA NACION                          ,148,3199.26,8,11150.00,DS_BASICO,BUENOS AIRES,1
365,41306.00,63,T,1,1,2,7134.00,163000.00,5,163000.00,0.00,0.00,0.00,0.00,0,F,F,SUPERIOR GOBIERNO DE LA PCIA DE TUCUMAN                     ,0,12970.14,6,50000.00,DS_SUCURSAL_ORO,TUCUMAN,0
366,69000.00,46,X,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,84,12157.36,12,70000.00,DS_REFINANCIACION,CORDOBA,0
367,61000.00,42,H,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,4862.94,12,28000.00,DS_REFINANCIACION,CHACO,0
368,32000.00,34,B,1,1,11,17704.00,113000.00,3,113000.00,0.00,0.00,0.00,0.00,0,F,F,GOBIERNO DE LA CIUDAD DE BUENOS AIRES                       ,58,8419.68,12,47000.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
369,26238.00,34,M,1,1,4,9270.00,212000.00,5,212000.00,0.00,0.00,0.00,0.00,0,F,F,GOBIERNO PROVINCIA DE MENDOZA                               ,143,4082.73,15,24683.00,DS_SUCURSAL_ORO,MENDOZA,1
370,50120.00,36,M,1,1,5,21910.00,193000.00,6,193000.00,0.00,0.00,0.00,0.00,0,F,F,GOBIERNO PROVINCIA DE MENDOZA                               ,143,3149.98,15,17984.00,DS_SUCURSAL_ORO,MENDOZA,1
371,46000.00,35,Z,1,3,7,12902.00,65000.00,4,58000.00,0.00,7000.00,0.00,0.00,0,F,F,ESTADO MAYOR GENERAL DE LA ARMADA                           ,143,3259.44,6,10000.00,DS_BASICO,SANTA CRUZ,1
372,26796.00,44,T,1,5,1,21431.00,457000.00,5,433000.00,0.00,0.00,0.00,24000.00,0,F,F,SUPERIOR GOBIERNO DE LA PCIA DE TUCUMAN                     ,143,2438.25,15,10000.00,DS_BASICO,TUCUMAN,1
373,61147.00,38,B,1,1,1,6528.00,84236.00,3,84236.00,0.00,0.00,0.00,0.00,0,F,F,PREFECTURA NAVAL ARGENTINA                                  ,0,12970.14,6,50000.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
374,39387.00,23,M,0,-1,9,0.00,0.00,5,0.00,0.00,0.00,0.00,0.00,0,F,F,CONTADURIA GENERAL DEL EJERCITO                             ,143,9420.85,12,50000.00,DS_SUCURSAL_PLATA,MENDOZA,1
375,31000.00,33,C,0,0,0,0.00,0.00,-1,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,4619.80,12,26600.00,DS_REFINANCIACION,BUENOS AIRES,0
376,51500.00,20,N,0,-1,0,0.00,0.00,7,0.00,0.00,0.00,0.00,0.00,0,F,F,CONTADURIA GENERAL DEL EJERCITO                             ,152,9420.85,12,50000.00,DS_SUCURSAL_PLATA,MISIONES,1
377,71154.00,49,B,1,1,2,28714.00,443000.00,3,443000.00,0.00,0.00,0.00,0.00,0,F,F,DIRECCION GENERAL DE CULTURA Y EDUCACIONDE LA PROVINCIA DE B,28,8683.85,15,52500.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
378,33860.00,41,B,1,1,3,23065.00,377317.00,4,377317.00,0.00,0.00,0.00,0.00,0,F,F,DIRECCION GENERAL DE CULTURA Y EDUCACIONDE LA PROVINCIA DE B,89,6476.83,15,39157.00,DS_SUCURSAL_ORO,BUENOS AIRES,0
379,43996.00,42,M,1,1,5,1719.00,38000.00,5,38000.00,0.00,0.00,0.00,0.00,0,F,F,GOBIERNO PROVINCIA DE MENDOZA                               ,84,5363.67,15,21998.00,DS_BASICO,MENDOZA,0
380,17584.00,69,M,0,-1,1,0.00,0.00,6,0.00,0.00,0.00,0.00,0.00,0,F,V,,143,3516.77,15,19214.00,DS_SUCURSAL_PLATA,MENDOZA,1
381,46298.00,58,N,1,1,1,13672.00,208000.00,6,208000.00,0.00,0.00,0.00,0.00,0,F,V,,43,5509.65,9,25000.00,DS_SUCURSAL_ORO,MISIONES,0
382,48353.00,33,L,1,1,11,38577.00,830754.00,3,830754.00,0.00,0.00,0.00,0.00,0,F,F,GENDARMERIA NACIONAL                                        ,143,2438.25,15,10000.00,DS_BASICO,LA PAMPA,1
383,32383.00,31,T,1,1,0,6400.00,66000.00,6,66000.00,0.00,0.00,0.00,0.00,0,F,F,SUPERIOR GOBIERNO DE LA PCIA DE TUCUMAN                     ,18,3768.34,12,20000.00,DS_SUCURSAL_ORO,TUCUMAN,0
384,154380.00,62,T,1,1,6,134209.00,2158410.00,4,2158410.00,0.00,0.00,0.00,0.00,0,F,V,SUPERIOR GOBIERNO DE LA PCIA DE TUCUMAN                     ,13,4701.82,12,24000.00,DS_SUCURSAL_ORO,TUCUMAN,0
385,48872.00,69,T,1,1,0,9395.00,152000.00,5,152000.00,0.00,0.00,0.00,0.00,0,F,V,,0,3918.19,12,20000.00,DS_SUCURSAL_ORO,TUCUMAN,0
